Key;Type;Desc;Author;Date;English;Spanish;Italian;German;Portuguese;French
305;Text;;Yogi Bhajan;26/2/1991;When you take cold showers, you can compute 500 times better. Cold showers tone up your senses. When you cannot hear me it is because your senses are not toned up. ;Cuando tomas duchas de agua fría, puedes computar 500 veces mejor.  Las duchas de agua fría ponen tus sentidos a tono.  Cuando no puedes escucharme es porque tus sentidos no están entonados.;;Wenn du kalt duscht, kannst du Dinge 500 Mal besser ‘computen’. Kalt duschen tonisiert deine Sinne. Wenn du mich nicht hören kannst, dann sind deine Sinne nicht tonisiert.;Quando você toma banho frio, pode computar 500 vezes melhor. Banhos frios dão vigor aos seus sentidos. Quando você não pode me ouvir é porque seus sentidos não estão em sintonia.;Quand vous prenez des douches froides, vous avez une capacité d’évaluation 500 fois meilleures. Les douches froides tonifient vos sens. Quand vous ne pouvez pas m’écouter, c’est parce que vos sens ne sont pas tonifiés. 
306;Text;;Yogi Bhajan;26/12/1997;May I know myself to know my Maker, may I know myself to know my universe, may I know myself to know the beauty and bounty and purpose and prosperity of my life. ;Ojalá pueda conocerme a mi mismo para conocer a mi Creador, pueda conocerme a mi mismo para conocer mi universo, pueda conocerme a mi mismo para conocer la belleza y la generosidad y el propósito y la prosperidad de mi vida.;;Möge ich mich selbst kennen, um meinen Schöpfer zu erkennen. Möge ich mich selbst erkennen, um mein Universum kennenzulernen. Möge ich mich selbst kennen, um die Schönheit, den Reichtum, den Sinn und den Erfolg meines Lebens zu erkennen.;Que eu possa me conhecer para conhecer meu Feitor, que eu possa me conhecer para saber o meu universo, que eu possa me conhecer para saber a beleza, a generosidade e o propósito e prosperidade da minha vida.;Que je puisse me connaître afin de connaître mon créateur. Que je puisse me connaître afin de connaître mon univers. Que je puisse me connaître afin de connaître la beauté, la générosité, le but et la prospérité de ma vie. 
307;Text;;Yogi Bhajan; 7/23/1987;Some people think that by meditating the mind will become silent, but that’s not true. What happens is that the mind becomes totally active and will let the subconscious garbage come through. But if you keep on chanting a mantra and cutting down those thoughts and not relating to them, you will release the subconscious and become pure.;Algunas personas piensan que meditando la mente se volverá silenciosa, pero eso no es verdad.  Lo que sucede es que la mente se vuelve totalmente activa y permitirá que la basura subconsciente salga.  Pero si sigues cantando el mantra y cortando aquellos pensamientos sin relacionarte con ellos, dejarás ir el subconsciente y te volverás puro.;;Einige Leute denken, dass der Geist durch Meditieren ruhig wird, aber das ist nicht wahr. In Wirklichkeit wird der Geist total aktiv und will allen unbewussten Müll loswerden. Wenn du dann aber weiter das Mantra chantest und diese Gedanken abschneidest und keine Beziehung zu ihnen aufbaust, entläd sich das Unterbewusstsein und wird rein.;Algumas pessoas pensam que por meditar a mente se tornará silenciosa, mas não é verdade. O que acontece é que a mente se torna totalmente ativa e deixará o lixo da subconsciência aparecer. Mas se você continuar cantando um mantra e cortando aqueles pensamentos e não se relacionando com eles, você irá liberar o subconsciente e tornar-se puro.;Certaine personne pense qu’en méditant le mental devient silencieux, mais cela n’est pas vrai. Ce qui se produit est que le mental devient totalement actif et laisse venir les ordures du subconscient. Mais si vous continuez à chanter un mantra et réduisez ces pensées en ne vous y attachant pas, vous libérerez le subconscient et deviendrez pur. 
308;Text;;Yogi Bhajan;11/6/1990;You must live without fear and without vengeance. With service, love becomes elegant. With vengeance, love becomes dirt. ;Debes vivir sin miedo y sin venganza.  Con servicio, el amor se vuelve elegancia.  Con venganza, el amor se vuelve suciedad.;;Du musst ohne Furcht und Rachegedanken leben. Liebe elegant, wenn sie dient. Mit Rachegedanken wird sie schmutzig.;Você deve viver sem medo e sem vingança. Com serviço, o amor se torna elegante. Com vingança, o amor torna-se sujo.;Vous devez vivre sans peur et sans vengeance. Avec service, l’amour devient élégant. Avec vengeance, l’amour devient sale. 
309;Text;;Yogi Bhajan;24/4/1991;Between man and God there are two paths: path of fate and path of destiny. Those who have distance from their destiny shall fall into the path of fate. ;Entre el hombre y Dios has dos caminos:  el camino de la suerte  y el camino del destino.  Aquellos que se distancian de su destino caerán en el camino de la suerte.;;Es gibt zwei Verbindungen zwischen Gott und Menschen: Den Weg des Schicksals und den Weg der Bestimmung. Jene die ihrer Bestimmung nicht folgen, verirren sich auf schicksalhaften Wegen.;Entre o homem e Deus existem dois caminhos: caminho da sina e caminho do destino. Aqueles que se distanciaram do seu destino podem cair no caminho da sina.;Entre l’homme et Dieu il y a deux chemins : le chemin de la fatalité et le chemin du destin. Ceux qui ont de la distance avec leur destin tomberont dans le chemin de la fatalité. 
310;Text;;Yogi Bhajan;16/1/1995;Love has no limit. Love cannot be limited. Because love takes the infinity and reproduces it within the limited concept of the human being. ;El amor no tiene límite.  El amor no puede limitarse.  Porque el amor toma el infinito y lo reproduce dentro del concepto limitado del ser humano.;;Liebe ist grenzenlos. Liebe kann nicht eingegrenzt werden. Denn Liebe schöpft aus der Unendlichkeit und reproduziert sie im endlichen Lebensraum des Menschen.;O amor não tem limite. O amor não pode ser limitado. Porque o amor contém o infinito e o reproduz dentro do conceito limitado do ser humano.;L’amour n’a pas de limite. L’amour ne peut pas être limité. Parce que l’amour prend l’infini et le reproduit dans le concept limité de l’être humain. 
311;Text;;Yogi Bhajan; 7/22/1982;It is your will which backs your mind and it is you, born in the image of God, who qualifies for life. When your own mind is backed by your ego, you become limited, you become confused, you become an idiot and you lose the essence of life.;Es tu voluntad lo que  respalda tu mente y eres tú, nacido en la imagen de Dios, quien califica por la vida.  Cuando tu propia mente es respaldada por tu ego, te vuelves limitado, te vuelves confuso, te vuelves un idiota y pierdes la esencia de la vida.;;Mit deinem Willen blockierst du deinen Geist. Als Abbild Gottes geboren, kannst du dieses Leben meistern. Solange dein eigener Geist von deinem Ego blockiert ist, wirst du begrenzt und verwirrt sein, ein Idiot, der die Essenz seine Lebens verloren hat.;É a sua vontade que está por detrás da sua mente e é você, nascido na imagem de Deus, que se qualifica para a vida. Quando sua própria mente está apoiada pelo seu ego, você se torna limitado, confuso, um idiota e você perde a essência da vida.;C’est votre volonté qui soutient votre mental et c’est vous, né à l’image de Dieu, qui qualifie la vie. Quand votre propre mental est soutenu par votre ego, vous devenez limité, confus, idiot et vous perdez l’essence même de la vie.
312;Text;;Yogi Bhajan;11/6/1990;There are two fears in life. One is ‘What will happen to me tomorrow?’ and the other is ‘What do people think about me?’  What people think about you doesn’t matter, but what you think about yourself does matter. What will happen to you tomorrow doesn’t matter. What will happen to you today does matter. ;Hay dos miedos en la vida.  Uno es:  ‘¿Qué me sucederá mañana?’ y el otro es ‘¿Qué pensará de mi la gente?’  Lo que la gente piense de ti no importa, pero lo que tú pienses de ti mismo si importa.  Lo que te sucederá mañana no importa.  Lo que te suceda hoy día si importa.;;"Es gibt zwei Formen der Furcht in unserem Leben. Die eine ist: ”Was  wird morgen passieren?” und die andere ist: ”Was denken die Leute über mich?” Es ist unwichtig, was die Leute über mich denken; wichtig ist, was ich selber über mich denke. Es ist auch nicht wichtig, was mir morgen passiert. Es ist wichtig, was mit mir heute passiert.";Existem dois medos na vida. Um é: “O que acontecerá comigo amanhã?” e o outro é “O que as pessoas pensam sobre mim?” O que as pessoas pensam sobre você não interessa, mas o que você pensa a seu respeito interessa. O que acontecerá com você amanhã não interessa. O que acontece com você hoje interessa.;Il y a deux peurs dans la vie. Une est « Que va t’il m’arriver demain ? » et l’autre est « Que pensent les gens à mon sujet? » Ce que les gens pensent de vous n’est pas important, mais ce que vous pensez de vous-même est important. Ce qui va vous arriver demain n’est pas important. Ce qui vous arrivera aujourd’hui est important. 
313;Text;;Yogi Bhajan;26/9/1996;"This is the purpose of Kundalini Yoga: within myself is my God; within the ecstasy I live, and the bounty and beauty I create because I am the light of myself. ";Este es el propósito de Kundalini Yoga: dentro de mi mismo está mi Dios, dentro del éxtasis vivo, y la generosidad y la belleza que yo creo, porque soy la luz de mi mismo.;;"Das ist das Credo des Kundalini Yoga:  Mein Gott
ist in mir selbst. In dieser Seligkeit lebe ich, und Schönheit und Fülle erschaffe ich im Licht meines Selbst.
";"Esta é a proposta da Kundalini yoga: dentro de mim está meu Deus; dentro do êxtase eu vivo, e eu criei a bondade e a beleza porque eu sou minha própria luz.";"C’est cela le but du Yoga Kundalini : avec moi est mon Dieu; je vis dans l’extase, je crée de la générosité et de la beauté parce que je suis ma propre lumière. "
314;Text;;Yogi Bhajan;3/8/1980;Nobody comes to Gurdwara (house of prayer) to learn spirituality. Neither do you come here to pray, to listen or to speak. Gurdwara is where you come to offer yourself. ;Nadie viene a Gurdwara (lugar de oración) a estudiar espiritualidad.  Tampoco vienes a orar, a escuchar o a hablar.  Gurdwara es donde vienes a ofrecerte a ti mismo.;;Niemand kommt in eine Gurdwara, um spirituell zu lernen, nicht um zu beten, nicht um zuzuhören oder zu sprechen. Die Gurdwara ist ein Ort, sich selbst darzubringen.;Ninguém vem a Gurdwara (local de oração) para aprender espiritualidade. Nem você vem aqui para rezar, para ouvir ou para falar. Gurdwara é aonde você vem para oferecer a si mesmo.;Personne ne vient à la Gurdwara (lieu de prière) pour apprendre la spiritualité. Vous ne venez ni pour prier, écouter ou parler. La Gurdwara est le lieu où vous venez pour vous offrir. 
315;Text;;Yogi Bhajan;2/11/1993;Once the reach of a man was only twelve miles. Today the whole planet Earth is just one game. So please qualify yourself. Adopt whatever kriyas suit you the best and practice them daily so that you can always find your balance and your excellence. ;Alguna vez el alcance de un hombre eran sólo 12 millas.  Hoy todo el planeta Tierra es un solo juego.  Así que porfavor cualifícate a ti mismo.  Adopta cualquier kriya que te acomode mejor y practícalas a diario de modo que siempre puedas encontrar tu equilibrio y tu exelencia.;;Einstmals hat der Einfluss eines Menschen nur zwölf Meilen weit gereicht. Heute ist der ganze Planet zu seinem Spielplatz geworden. Also bereite dich qualifiziert vor: Nimm dir die Yoga Sets (Kriyas), die dir gut gefallen und praktiziere sie täglich, so dass du zu jeder Zeit ausgeglichen  und exzellent leben kannst.;Antigamente o alcance de um homem era apenas doze milhas. Hoje o planeta Terra inteiro é apenas um jogo. Então, por favor, qualifique-se. Adote qualquer Kriya que você melhor se adapte, pratique diariamente e você poderá encontrar sempre seu equilíbrio e sua excelência.;Par le passé, la portée de l’homme n’était que de vingt kilomètres. Aujourd’hui la terre entière est juste un jeu. Donc, s’il vous plaît, qualifiez-vous. Adoptez quelque kriyas qui vous conviennent et pratiquez-les tous les jours afin que vous puissiez toujours trouver votre équilibre et votre excellence. 
316;Text;;Yogi Bhajan;27/6/1997;"Depression is nothing but human duality. Human anger is nothing but misunderstanding. Cowardice, slandering and discouragement are nothing but fear.

";La depresión no es más que dualidad humana. El enojo humano no es más que malentendidos.  La cobardía, la calumnia y el desaliento no son más que miedo.;;"Depression ist nichts als menschliche  Zerissenheit.
Wut ist nichts als ein Missverständnis.  Feigheit, üble Nachrede und Entmutigung  sind nichts als Furcht.
";Depressão nada mais é do que dualidade humana. A raiva humana nada mais é do que incompreensão. Covardia, calúnia e desânimo nada mais são que medo.;La dépression n’est rien que de la dualité humaine. La colère humaine n’est rien que du malentendu. Couardise, calomnie, découragement ne sont rien que de la peur. 
317;Text;;Yogi Bhajan; 2/14/1988;We treat our children like a piece of furniture that we own. No, our children are gift to us from God, they are the property of God. And they should be directed to understand God, whom they belong to. They should understand divinity right now when they are young and pure and beautiful and innocent. Don’t wait until they become crook #1, depressed #2, angry #3, totally freaked out #4, and obnoxious #5.;Mimamos a nuestros niños como a un mueble que nos perteneciera.  No, nuestros niños son regalos para nosotros de Dios, ellos son la proséridad de Dios.  Y ellos debieran ser dirigidos a entender a Dios, a quién ellos pertenecen.  Ellos debieran entender la divinidad ahora mismo, cuando son jóvenes y puros y hermosos e inocentes.  No esperen a qeu se vuelvan ladrón #1, deprimido #2, enojado #3, totalmente enloquecidos #4, y detestable #5.;;Wir behandeln unsere Kinder als wären sie ein Stück Möbel und unser Eigentum. Nein, unsere Kinder sind ein Gottes Geschenk für uns, sie sind Gottes Eigentum. Sie sollten angehalten werden, Gott zu verstehen, zu dem sie gehören. Sie sollten früh Göttlichkeit verstehen lernen, wenn sie jung, rein, unschuldig und schön sind. Wartet nicht bis sie gebrochen, deprimiert, ärgerlich, verrückt und ausgerastet sind.;Nós tratamos nossas crianças como uma peça de mobília que nos pertence. Não, nossas crianças são presentes de Deus, elas são de propriedade de Deus. E elas devem ser orientadas para compreender Deus, a quem eles pertencem. Elas devem entender a divindade justamente agora quando elas são jovens e puras e bonitas e inocentes. Não espere até que elas se tornem desonestas #1, depressivas #2, raivosas #3, totalmente anormais #4 e odiosas #5;Nous traitons nos enfants comme un meuble que nous possédons. Non, nos enfants sont un cadeau de Dieu pour nous, ils sont la propriété de Dieu. Et ils devraient être amener à comprendre Dieu, auquel ils appartiennent. Ils devraient comprendre le Divin maintenant, quand ils sont jeunes, purs, beaux et innocents. N’attendez pas jusqu'à ce qu’ils deviennent 1-escroc, 2 - dépressif, 3 - en colère, 4 - complètement marginal et 5 - odieux. 
318;Text;;Yogi Bhajan;15/8/1996;There’s a beauty in your presence. There’s a beauty in your radiance. And that radiating of your psyche reaches out and communicates who you are. ;Hay una belleza en tu presencia.  Hay una belleza en tu radiancia.  Y ese irradiar de tu psique emana y comunica quién tú eres.;;Deine Gegenwart ist schön. Deine Ausstrahlung ist schön. Und diese Ausstrahlung deiner Seele erzählt davon, wer du bist.;Há uma beleza na sua presença. Há uma beleza na sua radiância. E essa radiação de sua psique estende-se e comunica quem é você.;Il y a une beauté dans votre présence. Il y a une beauté dans votre rayonnent. Et le rayonnement de votre psyché s’étend et communique qui vous êtes. 
319;Text;;Yogi Bhajan;11/6/1990;You react under fear. When a person has trust in God, then there is no fear and when there is no fear there is no reaction. Under these circumstances, you let the Divine create the sequence and the consequences and you enjoy it. Rather than living the harshness of life, you watch the drama of life. ;Tú reaccionas ante el miedo.  Cuando una persona confía en Dios, entonces no hay miedo, y cuando no hay miedo no hay reacción.  Bajo estas circunstancias, dejas que lo divino cree la secuencia y las consecuencias y tú lo disfrutas.  En vez de vivir las asperezas de la vida, tú observas el drama de la vida.;;Wir reagieren aus Angst. Wenn wir aber tiefes Vertrauen in Gott haben, verschwindet die Angst und entsprechend reagieren wir nicht mehr. Unter diesen Umständen überlassen wir es dem Göttlichen, die Ursachen und Wirkungen zu erschaffen und wir erfreuen uns daran. Anstatt die Härten des Lebens zu erleben, beobachten wir das Lebensdrama nur.;Você reage sob o medo. Quando uma pessoa tem confiança em Deus, então não existe medo e quando não existe medo não existe reação. Sob estas circunstâncias, você deixa o Divino criar a seqüência e as conseqüências e você desfruta disso. Melhor do que viver a dureza da vida, você assiste o drama da vida.;Vous réagissez sous l’influence de la peur. Quand une personne a confiance en Dieu, alors il n’y aucune peur et quand il n’y aucune peur il n’y a pas de réaction. Dans ces circonstances, vous laissez le Divin créer la suite et les conséquences et vous l’appréciez. Plutôt que de vivre la dureté de la vie, vous observez le drame de la vie. 
320;Text;;Yogi Bhajan;21/7/1982;Prayer is not talking to God. That is not prayer. Prayer is your concept of appreciating the Infinity of God which is your unknown. It is a relationship. Between the known and the unknown there is a relationship, an appreciation of the unknown, the vastness, and the creativity. ;La plegaria no es hablarle a Dios.  Eso no es plegaria.  La plegaria es tu concepto para apreciar la Infinitud de Dios, el cual es tu desconocido.  Es una relación.  Entre lo conocido y lo desconocido hay una relación, una apreciación de lo desconocido, de la vastedad y de la creatividad.;;Zu beten bedeutet nicht mit Gott zu sprechen. Im Beten gehen wir Gottes Unendlichkeit entgegen, die unser eigenes unbekanntes Selbst ist. Es ist eine Beziehung, ein Aufeinanderzugehen zwischen dem Bekannten und Unbekannten, zwischen der Weite und dem Schöpferischen.;A oração não é falar a Deus. Isso não é oração. Oração é sua forma de apreciar a Infinitude de Deus que é seu desconhecido. È um relacionamento. Entre o conhecido e o desconhecido existe um relacionamento, uma apreciação do desconhecido, a vastidão e a criatividade.;Prier n’est pas parler à Dieu. Ce n’est pas cela prier. Prier est votre notion d’apprécier l’infini de Dieu qui est votre inconnu. C’est une relation. Entre le connu et l’inconnu il y a une relation, une appréciation de l’inconnu, de l’immensité et de la créativité. 
321;Text;;Yogi Bhajan;27/3/1979;There is a wisdom that is the harmony of your being. It resounds the music of your spirit and it spreads like waves to everybody in your vicinity. That is the Master’s existence. ;Hay una sabiduría que es la armonía de tu ser.  Hace resonar la música de tu espíritu y se esparce como olas a todos a tu alrededor.  Esa es la existencia del Maestro.;;"Es gibt eine Weisheit. Das ist die Harmonie deines Wesens.
Die Musik deines spirituellen Herzens verbreitet sich wellenförmig zu allen in deiner Umgebung. Das ist die Existenz des Meisters.";Existe uma sabedoria que está na harmonia do seu ser. Ela ressoa a música do seu espírito e se propaga como ondas para todos em sua vizinhança. Essa é a existência do Mestre.;Il y a une sagesse, c’est l’harmonie de votre être. Elle résonne de votre musique mentale et ondule comme des vagues vers tous ceux qui sont dans votre proximité. C’est  cela l’existence du Maître. 
322;Text;;Yogi Bhajan;4/10/1997;"Rhythm is your personal virtue. Your life will not have all good times, but if your rhythm is perfect, you can go through it very nicely. All depends upon how rhythmic you are; how rhythms serve you and how you keep your rhythm going through all attacks, outside and inside. Life is a challenge and rhythm is the answer.";El ritmo es tu virtud personal.  Tu vida no tendrá solo momentos buenos, pero si tu ritmo es perfecto, puedes pasar a través de ello en forma agradable.  Todo depende de cuán rítmico eres, cómo los ritmos te sirven, y cómo mantienes tu ritmo a través de todos los ataques, afuera y adentro.  La vida es un desafío, y el ritmo es la respuesta.;;Rhythmus ist deine persönliche Stärke. Niemand erlebt nur gute Zeiten, aber mit einem ausgeprägten Rhythmus kannst du gut durch alle Zeiten kommen. Alles ist abhängig davon, wie rhythmisch du bist: wie dein Rhythmus dich unterstützt und wie du deinen Rhythmus aufrechterhalten kannst, während du innerlich und äußerlich attackiert wirst. Das Leben ist eine Herausforderung und mit deinem Rhythmus kannst du sie meistern.;Ritmo é sua virtude pessoal. Sua vida não vai ter sempre bons momentos, mas se o seu ritmo é perfeito, você pode atravessá-los de modo muito agradável. Tudo depende do quão rítmico você é, como os ritmos lhe servem e de como você mantém seu ritmo através de todos os ataques, dentro e fora. Vida é um desafio e ritmo é a resposta.;"Le rythme est votre vertu personnelle. Votre vie n’aura pas que du bon temps, mais si vous avez un rythme parfait, vous pourrez facilement passer au travers. Tout dépend de votre cadence; comment elle vous sert et comment vous maintenez votre rythme à travers toutes les attaques, intérieure et extérieure. La vie est un défi et le rythme est la réponse. "
323;Text;;Yogi Bhajan;16/7/1975;Faith moves mountains, otherwise stones are heavy. There is no value in this world other than faith, when you know. Whether you know it is wrong or right doesn’t matter as long as you know, and you don’t know anything else. That is faith. If you can’t be told something beyond your knowledge, there can be no faith. And when you work with the power of your psyche, what works that out is your faith, not your words. Your words have spirit in them and, that spirit is your faith. ;La Fe mueve montañas, de otro modo las piedras son pesadas.  No hay otro valor en este mundo aparte de la fe, cuando lo sabes.  Si es que sabes que está bien o está mal no importa, en tanto sepas, y no sabes nada más.  Eso es la fe.  Si no se te puede decir algo más allá de tu conocimiento, no puede haber fe.  Y cuando trabajas con el poder de tu psique, lo que saca eso adelante es tu fe, no tus palabras.  Tus palabras teinen espíritu en ellas y ese espíritu, es tu fe.;;Glaube versetzt Berge. Andernfalls müssen wir schwer an den Steinen tragen. Ohne wissenden Glauben ist nichts wichtig in dieser Welt. Wenn du etwas wirklich weißt und es nichts anderes für dich gibt, ist es unwichtig, ob du weißt, dass es richtig oder falsch ist. So ist Glaube. Wenn du nichts an dich ran lässt, was dein Wissen übersteigt, dann hast du keinen Glauben. Wenn du mit der Kraft deiner Seele arbeitest, ist es dein Glaube, der wirkt, nicht deine Worte. Der Spirit in deinen Worten wirkt und der Spirit ist dein Glaube.;A fé move montanhas, caso contrário as pedras são pesadas. Não existe nenhum valor neste mundo que não seja a fé, quando você a conhece. Se você sabe o que é certo ou errado não importa desde quando você saiba, e que você não sabe nada mais. Isso é fé. Se não se pode lhe dizer algo além de seu conhecimento, não pode haver fé. E quando você trabalha com o poder da sua psique, o que funciona é sua fé, não suas palavras. Suas palavras têm espírito nelas e o espírito é sua fé.;La foi déplace les montagnes, sinon les pierres sont lourdes. Il n’y a pas d’autre valeur en ce monde que la foi, quand vous savez. Que ce que vous savez soit faux ou vrai, n’est pas important aussi longtemps que vous le savez et que vous ne savez rien d’autre. Ça c’est la foi. Si quelque chose ne peut être dite au-delà de votre connaissance, alors il n’y a pas de foi. Et quand vous travaillez avec le pouvoir de votre psyché, ce qui fonctionne au-delà est votre foi, pas vos mots. Vos mots ont une énergie en eux, cette énergie c’est votre foi. 
324;Text;;Yogi Bhajan;22/7/1982;When the mind is backed by the will, the mind is always positive. When it’s backed by ego, the mind is always negative. When it is backed by your will, the hand of God will protect you. Miracles will happen. ;Cuando la mente es respaldada por la voluntad, la mente siempre es positiva.  Cuando es respaldada por el ego, la mente siempre es negativa.  Cuando es respaldada por tu voluntad, la mano de Dios te protegerá.  Los milagros sucederán.;;Wenn du mit deinem Willen hinter deinem Geist  stehst, ist er immer positiv. Wenn du mit deinem Ego hinter deinem Geist stehst, ist er immer negativ. Wenn du  mit deinem Willen deinen Geist stärkst, wird dich Gottes Hand beschützen. Wunder werden geschehen.;Quando a mente é amparada pela vontade, ela é sempre positiva. Quando é amparada pelo ego, a mente é sempre negativa. Quando é amparada pela sua vontade, a mão de Deus protegerá você. Milagres acontecerão.;Quand le mental est supporté par la volonté, il est toujours positif. Quand il est supporté par l’ego, le mental est toujours négatif. Quand il est supporté par votre volonté, la main de Dieu vous protégera. Les miracles se produiront. 
325;Text;;Yogi Bhajan;11/6/1990;A man with intuition becomes humble because he sees the greatness of Infinity working. Otherwise our attitude is, we should be prosperous, successful, somebody should take care of us and our roots should be so deep we never die. ;Un hombre con intuición se vuelve humilde porque puede ver la grandeza del Infinito en funcionamiento.  De otro modo nuestra actitud es, debiéramos ser prósperos, exitosos, alguien debería cuidarnos y nuestras raíces deibieran ser tan profundas que nunca nos muriéramos.;;Ein intuitiver Mensch wird demütig, weil sieht, wie die Größe der Unendlichkeit wirkt. Andernfalls ist unsere Haltung sehr fordernd: wir wollen Reichtum, Erfolg, jemand soll für uns sorgen und unsere Wurzeln sollen so tief sein, dass wir niemals sterben.;Um homem com intuição torna-se humilde porque ele vê a grandeza do Infinito funcionando. Caso contrário, nossa attitude é, devemos ser prósperos, ter sucesso, alguém deve tomar conta de nós e nossas raízes devem ser tão profundas que nunca morremos.;Un homme intuitif devient humble parce qu’il voit la grandeur du travail de l’Infini. Autrement notre attitude est, nous devrions être prospères, réussir, quelqu’un devrait s’occuper de nous et nos racines devraient être si profondes que nous ne mourons jamais. 
326;Text;;Yogi Bhajan;7/23/87;People think that when ego is lost they are lost. That’s not true. When ego is lost the limit is lost. You become infinite, unlimited, compassionate, kind, beautiful. ;Las personas piensan que cuando el ego se pierde ellos están perdidos.   Eso no es verdad.  Cuando el ego se pierde, el límite se pierde.  Te vuelves infinito, ilimitado, compasivo, bondadoso, hermoso.;;Die Menschen denken, sie sind verloren, wenn sie ihr Ego verlieren. Das ist nicht wahr. Wenn das Ego verloren geht, wird unsere Begrenzung aufgehoben. Wir werden grenzenlos, unendlich, mitfühlend, freundlich und schön.;As pessoas pensam que quando o ego está perdido, elas estão perdidas. Isso não é verdade. Quando o ego está perdido o limite está perdido. Você se torna infinito, ilimitado, compassivo, bom e bonito.;Les gens pensent que, quand ils perdent l’ego, ils sont perdus. Ce n’est pas vrai. Quand l’ego est perdu, la limite est perdue. Vous devenez infini, illimité, compatissant, bon, magnifique. 
327;Text;;Yogi Bhajan;17/11/1993;Adversity is an essential practice of the self, called ‘projected pain.’ When you control your mind consciously you face and feel the projected pain. When you control your body consciously, you feel muscular pain. When you control your breath of life consciously, you feel nervous pain, anxiety. Create adversity in a logical and rational manner, by being aware of it. Then when you are caught by adversity unawares, you have the experience to face it. ;La adversidad es una práctica esencial del ser, llamado ‘dolor proyectado.’  Cuando controlas tu mente conscientemente, encaras y sientes el dolor proyectado.  Cuando controlas tu cuerpo conscientemente, sientes dolor muscular.  Cuando controlas tu respiración conscientemente, sientes dolor nervioso, ansiedad.  Crea adversidad en una forma lógica y racional, estando consciente de ella.  Entonces cuando la adversidad te tome inadvertidamente, tienes la experiencia para encararla.;;Unglück ist ein wesentlicher Bestandteil deiner Selbstwerdung, genannt beabsichtigter Schmerz. Wenn du deinen Geist bewusst kontrollierst, wirst du mit beabsichtigtem Schmerz konfrontiert und wirst ihn fühlen. Wenn du deinen Körper bewusst kontrollierst, empfindest du Muskelschmerzen. Wenn du deinen Lebensatem bewusst kontrollierst empfindest du Angst und die Nerven schmerzen. Sei dir bewusst, du schaffst auf logische, rationale Weise eine Art kalkuliertes Unglück. Wenn du dann einst unerwartet von einem Unglück überrascht wirst, hast du die Erfahrung, wie du damit umgehen kannst.;Adversidade é uma prática essencial do ser, chamada ‘dor projetada.’ Quando você controla sua mente conscientemente voce enfrenta e sente a dor projetada. Quando você controla o seu corpo conscientemente, voce sente dor muscular. Quando você controla sua respiração de vida conscientemente, sente ansiedade e dor nervosa. Crie uma adversidade numa maneira lógica e racional, ficando consciente dela. Depois quando voce for pego pela adversidades não conscientes, voce possui a experiência de enfrenta-la.;L’épreuve est une pratique essentielle pour vous-même, appelée « épreuve projetée. » Quand vous contrôlez votre mental consciemment, vous faites face et ressentez la douleur projetée. Quand vous contrôlez votre corps consciemment, vous ressentez la douleur musculaire. Quand vous contrôlez la respiration consciemment, vous ressentez la douleur nerveuse, l’angoisse. Créer consciemment l’épreuve de façon logique et rationnelle. Alors si vous êtes pris par des épreuves inconnues vous aurez de l’expérience pour y faire face. 
328;Text;;Yogi Bhajan;23/7/1987;Meditation is a very simple process. You sit, calm down yourself, and there can be a mantra. Pick up one word you like to repeat. At that time all the dirt of your mind starts flowing out. You want bliss, but it is a cleaning of the house. ;La meditación es un proceso muy simple.  Te sientas, te calmas a ti mismo, y puede haber un mantra.  Escoge una palabra que te guste repetir.  En ese momento toda la suciedad de tu mente comienza a salir.  Tú quieres éxtasis, pero es la limpieza de la casa.;;Meditation ist ein einfacher Prozess. Du sitzt, ruhst in dir selbst, und kannst du ein Mantra nehmen. Nimm ein Wort, was du wiederholen magst. Dann wird aller Schmutz anfangen, aus deinem Geist herauszufließen. Du wolltest Seligkeit, und bekommst eine Hausreinigung.;Meditação é um processo muito simples. Você senta, se acalma e pode haver um mantra. Escolha uma palavra que você gosta de repetir. Nesse tempo toda a sujeira da sua mente começa a fluir para for a. Você quer benção, mas é uma limpeza da casa.;La méditation est un processus très simple. Vous vous asseyez, vous vous calmez et il peut y avoir un mantra. Prenez un mot que vous aimez répéter. À ce moment-là, toute la saleté de votre mental commence à sortir. Vous voulez une bénédiction, mais c’est le grand nettoyage dans votre maison mentale. 
